url,Timestamp,Title,Views,upload_date,Likes,Dislikes,Comments
https://www.youtube.com/watch?v=8g6GpkOvxZ8,27/07/2020 16:36:01,"GATE 2020 Topper | Hitesh Poply (CS, AIR-1) | MADE EASY Student | Topper’s Talk","46,489 views",14 Mar 2020,1.7K,32,"Coding Intelligence - I am pretty sure ..... GATE has never seen topper like this in computer science. Self studied. || shiwank agrahari - His simplicity is as great as marks.He has actually done a wonderful job. || Nikhil sharma - HAMARE COLLEGE USICT SE HAI YEH BHAI
HAMARA SENIOR 

CONGRATULATIONS HITESH BHAI || Yogesh Kumar - Thanks to made easy for interviewing toppers. It's inspiring || himanshu lohani - Kudos. USICTians on a rise || shubham vishwakarma - Ye exceptional banda hai..ham self study nhi kar payenge books padhhh ke hmko samjh he nhi aayega kaise kya karein..good to see aaj ke time me bhi student book padhte hain.. || Aman Chaudhary - The questions were right on mark what aspiring students like me are looking for. Thank you👍🏻 || Yogesh Kumar - Very innocent and simple topper || Vinzy Mishra - Agle saal I'll try my best to be there Gate-2021✌ || Joshi Kuladip - Can made easy provide online classes for CS/IT for gate 2021? || study here - next year I will be there, || Expert Advice - Thanx for the video, really feeling motivated || Nandita Gautam - sirf book se padh k top karna ....quite difficult ! great achievement || Shubham Yadav - Congrats bro...u made USICT proud 🤘 || Renganathan ramesh - Self study karke itna acha wah!!! || Brand M - Thanks for geniune answer! || srikanth chinni - Hearty congratulations. || CRACK GATE CSE - You really worked hard and it payed off, still a lot more to come. || engineer tutorial - He is exceptional and motivation also || Bhagwat Dhavale - Sir aap ki org Pune me CS ke class Nahi lete || PRAJAKTA KHOBRAGADE - Congratulations hitesh || AJAY__KUSHWAHA - THANKS ,MADE EASY TEAM || rohit ghorpade - I m very happy now.... Thankuuu made easy 
Hitesh congratulations || Tameshwar sahu - Congrates || Ravi Yadav - Nice interwiew. Cover all topic in short video not boring || Adesh Revaskar - Congratulations Hitesh Poply 🎉 || Deep Barman - Congratulations hitesh sir || Lalit Verma - Congratulations sir || Anurag Patil - Nice! || ramsit ramsit - Proud of you bro || Aminur Alam - Yes... much motivated... || Bumblebee Getmemysupersuit - Online class for gate cse in hindi available? || Manjunath - Sir when starting 2021 gate test series || CRACK GATE CSE - Congratulations 🎉 || siddhant Patel - I love made easy || Sanjeev Kumar - how much easy computer science.... || Gaurav Chaudhari - Respect || chandan kumar pandit - Congratulations || kashi b - Congratulations hitesh || Abhishek Kumar - Congo sir 😊 || Aman Aryan - Exceptional || Tarun Rai - Can made easy provide online classes for CS/IT for gate 2021?, please start sir || Dibakar Debnath - Great bhaiya || Saniya Sinha - Sir i have a doubt , agr koi first rank laya to wo cse department mai aram se maharatna companies mai job kr skta hai na ? || Codename Doss - i only studied seriously in the last 8 days of the exam and got AIR 202 ;) || Sufiyan Ahmed - Please provide free GATE lectures for ME || Chaitan dev - Proud to be USICTIAN.. 😍😍"
